policy_id,customer_id,channel,policy_type,region,application_date,premium_amount,status,processing_time_hours,failure_reason,issuance_date
POL100896,30975,Agent/Broker,Auto,South,2025-06-24 21:00:00,8608.84,Issued,53.47,,2025-06-27 02:28:05.408819
POL100897,31023,Agent/Broker,Auto,Central,2025-11-23 17:00:00,11750.98,Issued,62.37,,2025-11-26 07:21:59.646714
POL100898,41447,Agent/Broker,Life,North,2025-01-23 05:00:00,26711.48,Failed,,Payment Failure,
POL100899,44933,Online,Auto,East,2025-07-13 01:00:00,6469.21,Pending,,,
POL100900,43959,Online,Life,West,2025-05-30 18:00:00,35733.06,Issued,28.99,,2025-05-31 22:59:20.969198
POL100901,20667,Mobile App,Auto,West,2025-06-15 09:00:00,8769.07,Failed,,Document Mismatch,
POL100902,73620,Online,Auto,West,2025-06-05 16:00:00,7803.56,Issued,46.35,,2025-06-07 14:21:14.452535
POL100903,49703,Agent/Broker,Auto,East,2025-08-31 15:00:00,6223.57,Issued,28.59,,2025-09-01 19:35:31.559570
POL100904,29337,Online,Property,West,2025-07-06 18:00:00,15999.22,Issued,32.75,,2025-07-08 02:44:42.343646
POL100905,66427,Online,Auto,West,2025-09-15 02:00:00,10525.91,Issued,40.65,,2025-09-16 18:39:15.824004
POL100906,75971,Mobile App,Auto,South,2025-12-01 14:00:00,10189.98,Issued,23.7,,2025-12-02 13:42:12.727778
POL100907,56487,Call Center,Life,West,2025-04-18 19:00:00,27431.75,Issued,88.53,,2025-04-22 11:31:50.051774
POL100908,39129,Online,Auto,South,2025-09-13 12:00:00,10205.03,Failed,,Document Mismatch,
POL100909,60251,Mobile App,Life,South,2025-09-04 01:00:00,24515.21,Issued,25.97,,2025-09-05 02:58:18.910723
POL100910,51921,Mobile App,Auto,South,2025-06-27 14:00:00,10305.72,Failed,,KYC Verification Failed,
POL100911,53307,Online,Health,East,2025-05-26 12:00:00,9223.05,Pending,,,
POL100912,47355,Mobile App,Auto,North,2025-02-07 07:00:00,6875.1,Issued,16.08,,2025-02-07 23:04:39.566192
POL100913,57732,Agent/Broker,Health,Central,2025-03-21 19:00:00,16826.14,Issued,41.38,,2025-03-23 12:22:52.250853
POL100914,24835,Mobile App,Life,West,2025-10-09 02:00:00,23373.11,Failed,,Underwriting Rejection,
POL100915,40159,Call Center,Life,Central,2025-05-01 16:00:00,21618.83,Issued,35.78,,2025-05-03 03:46:57.657602
POL100916,58810,Online,Health,North,2025-06-03 17:00:00,9254.42,Failed,,Incomplete Application,
POL100917,67605,Online,Property,South,2025-06-21 06:00:00,15215.46,Issued,44.48,,2025-06-23 02:28:50.232778
POL100918,76254,Call Center,Auto,South,2025-08-24 02:00:00,6028.69,Pending,,,
POL100919,60080,Mobile App,Auto,South,2025-01-12 14:00:00,8780.67,Failed,,Document Mismatch,
POL100920,58088,Mobile App,Health,South,2025-10-27 08:00:00,17224.37,Issued,6.28,,2025-10-27 14:16:48.364758
POL100921,33216,Agent/Broker,Health,West,2025-02-23 00:00:00,15956.49,Issued,37.35,,2025-02-24 13:21:01.865038
POL100922,75284,Online,Auto,North,2025-10-08 15:00:00,5860.31,Issued,33.58,,2025-10-10 00:34:50.656575
POL100923,77043,Agent/Broker,Health,North,2025-09-06 14:00:00,11277.68,Issued,76.29,,2025-09-09 18:17:35.792959
POL100924,79852,Online,Auto,North,2025-03-16 04:00:00,6800.92,Failed,,KYC Verification Failed,
POL100925,55547,Online,Life,Central,2025-06-22 23:00:00,18838.8,Issued,20.56,,2025-06-23 19:33:52.827429
POL100926,51471,Online,Life,South,2025-02-14 18:00:00,19672.81,Failed,,Payment Failure,
POL100927,37308,Agent/Broker,Health,East,2025-06-19 06:00:00,17118.19,Issued,15.55,,2025-06-19 21:33:08.483584
POL100928,47532,Online,Auto,North,2025-01-20 20:00:00,7584.53,Issued,33.82,,2025-01-22 05:49:20.956940
POL100929,54349,Agent/Broker,Health,Central,2025-07-26 17:00:00,12165.35,Issued,95.92,,2025-07-30 16:55:18.387362
POL100930,76866,Call Center,Life,West,2025-04-26 06:00:00,27214.02,Issued,50.2,,2025-04-28 08:12:02.717921
POL100931,72476,Mobile App,Auto,South,2025-12-21 19:00:00,10367.55,Issued,15.61,,2025-12-22 10:36:29.616923
POL100932,65445,Mobile App,Health,Central,2025-12-01 11:00:00,16064.36,Issued,29.25,,2025-12-02 16:15:08.712916
POL100933,25713,Mobile App,Property,East,2025-11-08 18:00:00,22064.75,Failed,,KYC Verification Failed,
POL100934,76178,Online,Auto,East,2025-09-25 20:00:00,6948.34,Issued,34.71,,2025-09-27 06:42:19.316715
POL100935,69407,Mobile App,Auto,West,2025-04-08 07:00:00,7526.82,Issued,12.68,,2025-04-08 19:40:44.705153
POL100936,24804,Mobile App,Auto,North,2025-11-10 23:00:00,7602.95,Issued,12.22,,2025-11-11 11:13:09.761441
POL100937,70990,Call Center,Health,North,2025-12-31 00:00:00,12674.48,Issued,51.98,,2026-01-02 03:58:52.943354
POL100938,30136,Call Center,Property,Central,2025-03-30 01:00:00,20188.85,Issued,72.71,,2025-04-02 01:42:51.344239
POL100939,20009,Call Center,Health,Central,2025-03-19 03:00:00,10698.78,Issued,54.06,,2025-03-21 09:03:22.670375
POL100940,39255,Call Center,Auto,North,2025-03-11 12:00:00,10610.7,Issued,35.21,,2025-03-12 23:12:24.116175
POL100941,78141,Mobile App,Health,North,2025-04-22 00:00:00,10358.78,Failed,,Underwriting Rejection,
POL100942,43793,Agent/Broker,Health,Central,2025-06-01 06:00:00,15217.42,Issued,84.01,,2025-06-04 18:00:34.406981
POL100943,76570,Call Center,Health,South,2025-10-01 08:00:00,16070.41,Failed,,Incomplete Application,
POL100944,49548,Mobile App,Auto,East,2025-12-14 19:00:00,11064.22,Issued,19.8,,2025-12-15 14:48:08.880184
POL100945,57892,Call Center,Health,East,2025-09-15 04:00:00,13298.74,Issued,35.06,,2025-09-16 15:03:38.204072
POL100946,21015,Mobile App,Health,West,2025-08-21 03:00:00,11555.66,Issued,29.37,,2025-08-22 08:22:23.124968
POL100947,79168,Mobile App,Auto,East,2025-10-31 20:00:00,10543.26,Failed,,Payment Failure,
POL100948,47712,Agent/Broker,Health,Central,2025-12-10 02:00:00,11480.8,Issued,38.65,,2025-12-11 16:38:52.119081
POL100949,54961,Call Center,Property,South,2025-07-17 16:00:00,12277.07,Issued,25.53,,2025-07-18 17:32:05.391574
POL100950,28415,Online,Auto,Central,2025-04-04 18:00:00,10941.99,Issued,1.0,,2025-04-04 19:00:00.000000
POL100951,66318,Agent/Broker,Property,North,2025-03-13 09:00:00,15434.89,Issued,28.47,,2025-03-14 13:28:16.663988
POL100952,67280,Mobile App,Auto,North,2025-12-02 05:00:00,9253.34,Issued,18.85,,2025-12-02 23:50:42.781211
POL100953,43833,Online,Life,East,2025-06-03 19:00:00,35868.88,Issued,20.57,,2025-06-04 15:34:27.988533
POL100954,24158,Agent/Broker,Auto,South,2025-01-08 02:00:00,6469.1,Issued,55.63,,2025-01-10 09:37:40.908789
POL100955,40309,Mobile App,Auto,West,2025-10-17 09:00:00,9165.98,Issued,8.8,,2025-10-17 17:47:46.119296
POL100956,26970,Agent/Broker,Health,Central,2025-06-17 11:00:00,13764.14,Issued,19.78,,2025-06-18 06:46:42.691314
POL100957,26938,Online,Health,West,2025-11-04 11:00:00,16674.16,Failed,,Duplicate Policy,
POL100958,41168,Mobile App,Life,West,2025-12-27 18:00:00,24325.18,Issued,37.23,,2025-12-29 07:13:46.733628
POL100959,66540,Mobile App,Health,West,2025-11-09 21:00:00,12251.66,Failed,,Duplicate Policy,
POL100960,40384,Mobile App,Health,West,2025-01-15 13:00:00,13385.21,Failed,,Payment Failure,
POL100961,38017,Online,Property,Central,2025-07-08 17:00:00,12506.4,Failed,,Underwriting Rejection,
POL100962,30344,Call Center,Health,North,2025-08-09 11:00:00,12918.35,Issued,41.45,,2025-08-11 04:27:13.041444
POL100963,60034,Mobile App,Auto,Central,2025-12-13 05:00:00,8390.92,Issued,28.01,,2025-12-14 09:00:48.684784
POL100964,28702,Agent/Broker,Auto,North,2025-12-06 20:00:00,6863.32,Issued,41.7,,2025-12-08 13:42:11.561801
POL100965,20384,Mobile App,Auto,North,2025-10-12 10:00:00,10931.34,Issued,31.22,,2025-10-13 17:13:11.001051
POL100966,20404,Mobile App,Life,Central,2025-09-28 21:00:00,26120.68,Issued,42.06,,2025-09-30 15:03:37.514708
POL100967,60943,Mobile App,Auto,Central,2025-12-09 03:00:00,7558.82,Issued,16.62,,2025-12-09 19:37:03.938407
POL100968,67926,Mobile App,Auto,Central,2025-09-08 23:00:00,6434.4,Issued,19.02,,2025-09-09 18:01:15.299299
POL100969,49189,Mobile App,Auto,North,2025-03-05 13:00:00,6174.39,Issued,12.04,,2025-03-06 01:02:12.192779
POL100970,32763,Mobile App,Health,Central,2025-06-14 22:00:00,17618.18,Issued,22.94,,2025-06-15 20:56:27.087141
POL100971,38384,Mobile App,Auto,South,2025-02-23 20:00:00,11968.98,Issued,6.15,,2025-02-24 02:09:11.139858
POL100972,52606,Online,Auto,East,2025-11-07 10:00:00,11346.72,Issued,8.6,,2025-11-07 18:35:59.619150
POL100973,29860,Mobile App,Health,East,2025-06-29 06:00:00,12802.86,Pending,,,
POL100974,58757,Online,Life,South,2025-11-29 18:00:00,33658.32,Issued,59.45,,2025-12-02 05:27:06.181623
POL100975,35106,Online,Auto,East,2025-07-03 03:00:00,10939.41,Issued,45.58,,2025-07-05 00:34:54.504124
POL100976,70612,Call Center,Health,North,2025-06-29 11:00:00,11278.17,Issued,68.81,,2025-07-02 07:48:23.288328
POL100977,43574,Mobile App,Auto,Central,2025-10-29 00:00:00,9350.59,Issued,7.11,,2025-10-29 07:06:31.648221
POL100978,43524,Agent/Broker,Property,Central,2025-06-17 15:00:00,21981.86,Issued,37.93,,2025-06-19 04:55:50.501117
POL100979,23636,Mobile App,Auto,Central,2025-06-30 18:00:00,7392.43,Issued,24.41,,2025-07-01 18:24:52.123140
POL100980,30916,Call Center,Property,South,2025-10-27 11:00:00,18454.64,Issued,61.6,,2025-10-30 00:36:16.244928
POL100981,24809,Mobile App,Property,South,2025-04-04 19:00:00,18450.49,Issued,31.54,,2025-04-06 02:32:19.895698
POL100982,52201,Agent/Broker,Life,North,2025-10-27 10:00:00,26553.41,Issued,44.18,,2025-10-29 06:10:31.949593
POL100983,73330,Mobile App,Auto,South,2025-04-21 06:00:00,8738.1,Failed,,Payment Failure,
POL100984,33456,Call Center,Health,Central,2025-10-25 04:00:00,12781.27,Issued,90.01,,2025-10-28 22:00:32.633992
POL100985,68212,Agent/Broker,Auto,North,2025-08-27 01:00:00,8934.89,Issued,57.31,,2025-08-29 10:18:19.036808
POL100986,76397,Call Center,Property,North,2025-08-02 12:00:00,12285.33,Issued,24.02,,2025-08-03 12:01:20.379967
POL100987,75752,Online,Life,Central,2025-02-15 19:00:00,33394.94,Issued,45.65,,2025-02-17 16:38:57.605800
POL100988,58765,Online,Property,West,2025-02-07 00:00:00,18432.9,Issued,24.88,,2025-02-08 00:52:46.646133
POL100989,54816,Online,Health,Central,2025-12-29 12:00:00,17748.69,Failed,,Document Mismatch,
POL100990,65106,Online,Health,North,2025-03-01 16:00:00,10758.17,Failed,,Duplicate Policy,
POL100991,73932,Call Center,Health,West,2025-02-24 10:00:00,9801.3,Issued,93.62,,2025-02-28 07:37:21.297936
POL100992,37100,Online,Auto,Central,2025-10-14 22:00:00,7792.35,Issued,29.47,,2025-10-16 03:28:24.496827
POL100993,77091,Online,Health,Central,2025-12-19 13:00:00,13293.52,Issued,48.6,,2025-12-21 13:35:53.833549
POL100994,41949,Online,Health,West,2025-08-01 21:00:00,10368.09,Failed,,Duplicate Policy,
POL100995,24544,Online,Property,West,2025-07-01 20:00:00,16027.21,Issued,5.2,,2025-07-02 01:11:56.601504
POL100996,57744,Online,Health,East,2025-06-14 02:00:00,14569.09,Issued,14.6,,2025-06-14 16:35:53.739127
POL100997,65543,Agent/Broker,Property,West,2025-07-24 10:00:00,11174.06,Issued,29.0,,2025-07-25 14:59:42.882482
POL100998,62783,Mobile App,Property,South,2025-08-30 09:00:00,19596.36,Issued,23.39,,2025-08-31 08:23:38.775782
POL100999,46657,Online,Health,West,2025-07-02 05:00:00,17421.23,Issued,30.61,,2025-07-03 11:36:31.503455
POL101000,56187,Mobile App,Auto,North,2025-06-01 08:00:00,7316.79,Failed,,Underwriting Rejection,
POL101001,67198,Mobile App,Health,West,2025-12-08 17:00:00,15851.73,Issued,19.0,,2025-12-09 12:00:16.309075
POL101002,27239,Online,Health,Central,2025-09-23 14:00:00,12412.17,Issued,37.07,,2025-09-25 03:04:17.077854
POL101003,78918,Agent/Broker,Auto,South,2025-05-20 19:00:00,9852.37,Issued,38.6,,2025-05-22 09:36:02.537090
POL101004,34489,Agent/Broker,Auto,West,2025-10-30 13:00:00,10355.3,Issued,38.98,,2025-11-01 03:58:40.122338
POL101005,69401,Agent/Broker,Property,South,2025-07-30 18:00:00,14039.68,Issued,21.15,,2025-07-31 15:09:10.896828
POL101006,78017,Agent/Broker,Auto,East,2025-04-27 09:00:00,10639.34,Issued,60.98,,2025-04-29 21:58:49.116703
POL101007,63125,Online,Health,South,2025-03-12 22:00:00,9409.07,Pending,,,
POL101008,69922,Call Center,Life,Central,2025-04-29 10:00:00,37234.5,Issued,51.67,,2025-05-01 13:40:15.920506
POL101009,48538,Agent/Broker,Health,East,2025-05-07 03:00:00,11635.44,Issued,24.99,,2025-05-08 03:59:16.776422
POL101010,52049,Call Center,Health,West,2025-08-16 20:00:00,10548.51,Issued,42.35,,2025-08-18 14:20:52.608810
POL101011,57131,Online,Life,South,2025-03-27 09:00:00,20273.08,Issued,15.27,,2025-03-28 00:16:22.911752
POL101012,62944,Call Center,Health,East,2025-08-03 04:00:00,16196.95,Pending,,,
POL101013,70229,Agent/Broker,Auto,West,2025-08-28 11:00:00,9349.7,Issued,36.89,,2025-08-29 23:53:35.018611
POL101014,28427,Agent/Broker,Property,West,2025-09-06 00:00:00,21920.04,Issued,45.69,,2025-09-07 21:41:14.836095
POL101015,61348,Online,Health,South,2025-06-14 17:00:00,14617.71,Issued,48.82,,2025-06-16 17:49:10.194668
POL101016,44285,Agent/Broker,Health,South,2025-07-15 14:00:00,11669.69,Issued,21.57,,2025-07-16 11:33:55.155088
POL101017,57626,Call Center,Health,East,2025-10-06 05:00:00,16429.56,Issued,33.2,,2025-10-07 14:12:06.638535
POL101018,62808,Agent/Broker,Auto,South,2025-09-20 18:00:00,7399.9,Issued,65.47,,2025-09-23 11:28:04.684127
POL101019,42928,Mobile App,Property,West,2025-08-26 14:00:00,13990.09,Issued,18.99,,2025-08-27 08:59:23.207731
POL101020,73871,Call Center,Life,Central,2025-08-28 21:00:00,18065.6,Issued,78.1,,2025-09-01 03:06:17.720478
POL101021,39198,Mobile App,Auto,East,2025-12-01 05:00:00,7212.95,Issued,30.8,,2025-12-02 11:47:59.417731
POL101022,39758,Mobile App,Property,Central,2025-07-17 05:00:00,13637.21,Issued,15.49,,2025-07-17 20:29:35.222151
POL101023,35254,Mobile App,Life,Central,2025-11-28 01:00:00,23450.43,Failed,,Payment Failure,
POL101024,64238,Call Center,Health,West,2025-05-12 22:00:00,11938.83,Issued,77.37,,2025-05-16 03:22:18.143876
POL101025,21252,Online,Health,Central,2025-03-11 09:00:00,13936.07,Failed,,Payment Failure,
POL101026,59764,Mobile App,Auto,North,2025-12-23 05:00:00,6984.9,Issued,16.14,,2025-12-23 21:08:09.040786
POL101027,32173,Agent/Broker,Health,East,2025-05-22 14:00:00,14512.91,Issued,61.96,,2025-05-25 03:57:28.549553
POL101028,57441,Agent/Broker,Auto,West,2025-03-24 18:00:00,6453.22,Issued,38.79,,2025-03-26 08:47:29.629211
POL101029,46698,Mobile App,Health,South,2025-01-07 21:00:00,17336.74,Issued,20.11,,2025-01-08 17:06:31.164104
POL101030,73682,Call Center,Health,West,2025-03-02 11:00:00,8650.66,Issued,71.32,,2025-03-05 10:19:07.513086
POL101031,79494,Call Center,Property,South,2025-11-24 20:00:00,21398.37,Issued,44.87,,2025-11-26 16:52:03.310186
POL101032,35781,Online,Life,West,2025-07-02 02:00:00,28444.01,Issued,12.47,,2025-07-02 14:28:02.931257
POL101033,33051,Mobile App,Auto,North,2025-08-27 09:00:00,10144.29,Failed,,Incomplete Application,
POL101034,59649,Online,Property,East,2025-02-22 18:00:00,14080.11,Failed,,Document Mismatch,
POL101035,26949,Online,Health,Central,2025-06-21 02:00:00,10068.47,Issued,62.52,,2025-06-23 16:31:07.569251
POL101036,62289,Mobile App,Health,West,2025-01-28 13:00:00,17494.03,Issued,17.76,,2025-01-29 06:45:50.600141
POL101037,75393,Call Center,Auto,East,2025-06-26 02:00:00,8422.42,Failed,,Incomplete Application,
POL101038,28017,Agent/Broker,Property,East,2025-06-04 16:00:00,16266.15,Issued,56.57,,2025-06-07 00:34:14.823838
POL101039,26941,Online,Property,East,2025-07-26 19:00:00,22328.14,Failed,,KYC Verification Failed,
POL101040,45934,Online,Life,East,2025-06-16 21:00:00,24221.38,Issued,36.38,,2025-06-18 09:22:45.425577
POL101041,43386,Mobile App,Property,East,2025-03-25 02:00:00,11702.3,Failed,,KYC Verification Failed,
POL101042,79826,Mobile App,Auto,Central,2025-10-30 19:00:00,9356.25,Issued,23.86,,2025-10-31 18:51:22.358057
POL101043,30209,Online,Property,Central,2025-03-10 01:00:00,17157.69,Issued,22.43,,2025-03-10 23:25:37.776384
POL101044,37715,Call Center,Health,West,2025-10-24 17:00:00,15821.8,Issued,54.37,,2025-10-26 23:22:03.778979
POL101045,48920,Call Center,Auto,South,2025-02-14 19:00:00,11712.5,Failed,,Payment Failure,
POL101046,73413,Mobile App,Health,West,2025-04-30 06:00:00,11353.67,Pending,,,
POL101047,76800,Call Center,Health,East,2025-10-19 07:00:00,15329.25,Issued,70.84,,2025-10-22 05:50:31.604206
POL101048,51703,Mobile App,Auto,South,2025-04-01 05:00:00,8380.82,Issued,23.41,,2025-04-02 04:24:39.596494
POL101049,62318,Agent/Broker,Auto,West,2025-06-01 03:00:00,10616.15,Issued,44.58,,2025-06-02 23:34:51.298718
POL101050,74267,Mobile App,Auto,South,2025-05-13 19:00:00,6651.37,Issued,9.64,,2025-05-14 04:38:27.465325
POL101051,24637,Online,Auto,Central,2025-06-30 08:00:00,8805.48,Pending,,,
POL101052,24854,Call Center,Auto,East,2025-04-08 06:00:00,6094.0,Issued,68.9,,2025-04-11 02:53:55.569628
POL101053,72329,Mobile App,Auto,South,2025-05-04 17:00:00,9191.52,Issued,26.67,,2025-05-05 19:40:17.211857
POL101054,76882,Agent/Broker,Auto,North,2025-11-26 02:00:00,6681.43,Issued,42.99,,2025-11-27 20:59:33.296785
POL101055,63088,Mobile App,Property,East,2025-08-29 01:00:00,22020.54,Issued,13.6,,2025-08-29 14:36:08.185394
POL101056,71332,Online,Life,Central,2025-06-12 04:00:00,28586.61,Issued,34.05,,2025-06-13 14:03:06.136653
POL101057,57660,Online,Auto,Central,2025-10-28 12:00:00,8988.0,Issued,19.25,,2025-10-29 07:14:45.933265
POL101058,59811,Mobile App,Property,West,2025-10-21 13:00:00,22167.97,Issued,32.31,,2025-10-22 21:18:40.450161
POL101059,69289,Agent/Broker,Health,North,2025-12-23 20:00:00,13184.79,Issued,29.61,,2025-12-25 01:36:53.280475
POL101060,75479,Online,Health,South,2025-06-04 23:00:00,14896.57,Issued,27.95,,2025-06-06 02:56:53.172275
POL101061,39856,Agent/Broker,Health,West,2025-07-12 08:00:00,8848.14,Issued,56.75,,2025-07-14 16:44:49.166718
POL101062,41833,Agent/Broker,Health,Central,2025-09-16 05:00:00,15200.05,Issued,31.57,,2025-09-17 12:34:21.323383
POL101063,71984,Agent/Broker,Auto,South,2025-04-10 01:00:00,6267.59,Issued,56.97,,2025-04-12 09:58:27.081500
POL101064,39963,Mobile App,Auto,Central,2025-01-30 15:00:00,10593.5,Issued,13.62,,2025-01-31 04:37:24.693802
POL101065,75123,Call Center,Health,Central,2025-10-12 05:00:00,16817.72,Issued,39.51,,2025-10-13 20:30:49.601057
POL101066,56932,Mobile App,Health,North,2025-07-25 09:00:00,11428.49,Issued,23.87,,2025-07-26 08:52:28.502412
POL101067,47169,Mobile App,Life,East,2025-08-04 03:00:00,35062.6,Issued,9.36,,2025-08-04 12:21:38.339588
POL101068,27941,Online,Auto,South,2025-01-24 06:00:00,8688.88,Issued,18.23,,2025-01-25 00:14:02.604372
POL101069,34388,Online,Life,North,2025-04-11 13:00:00,28931.52,Issued,31.7,,2025-04-12 20:41:47.798077
POL101070,25569,Online,Health,Central,2025-08-28 07:00:00,12345.44,Issued,16.59,,2025-08-28 23:35:20.915879
POL101071,24300,Mobile App,Property,Central,2025-10-31 05:00:00,16218.51,Issued,6.2,,2025-10-31 11:12:15.189254
POL101072,59037,Online,Auto,North,2025-06-02 10:00:00,11412.93,Issued,46.26,,2025-06-04 08:15:20.017167
POL101073,56586,Online,Property,South,2025-02-24 01:00:00,21867.53,Issued,41.19,,2025-02-25 18:11:06.456098
POL101074,32015,Agent/Broker,Life,Central,2025-11-17 08:00:00,26417.38,Failed,,Duplicate Policy,
POL101075,65002,Online,Health,South,2025-02-03 13:00:00,13337.87,Issued,21.06,,2025-02-04 10:03:47.026107
POL101076,71058,Online,Health,North,2025-06-29 12:00:00,9515.28,Issued,58.89,,2025-07-01 22:53:10.448152
POL101077,26254,Online,Auto,Central,2025-09-25 21:00:00,7683.98,Issued,14.09,,2025-09-26 11:05:28.818044
POL101078,37144,Agent/Broker,Property,West,2025-11-08 05:00:00,16658.85,Issued,75.89,,2025-11-11 08:53:29.896243
POL101079,44214,Online,Auto,West,2025-02-05 09:00:00,6896.53,Issued,35.14,,2025-02-06 20:08:35.349726
POL101080,60118,Mobile App,Health,Central,2025-08-17 03:00:00,13934.72,Failed,,Underwriting Rejection,
POL101081,35183,Mobile App,Auto,East,2025-11-04 23:00:00,9985.81,Issued,28.42,,2025-11-06 03:25:21.500994
POL101082,26238,Agent/Broker,Health,Central,2025-11-29 15:00:00,14639.62,Issued,32.04,,2025-11-30 23:02:29.663499
POL101083,26090,Mobile App,Health,Central,2025-12-29 18:00:00,12648.12,Issued,9.54,,2025-12-30 03:32:26.870741
POL101084,31637,Agent/Broker,Property,Central,2025-12-12 00:00:00,19731.83,Issued,39.08,,2025-12-13 15:04:46.088545
POL101085,42415,Online,Health,North,2025-09-02 03:00:00,11467.42,Issued,38.45,,2025-09-03 17:26:52.154031
POL101086,44071,Online,Property,Central,2025-06-03 08:00:00,16131.32,Failed,,KYC Verification Failed,
POL101087,78243,Online,Health,Central,2025-10-24 10:00:00,10993.49,Issued,42.06,,2025-10-26 04:03:27.850074
POL101088,65415,Online,Auto,North,2025-05-13 20:00:00,9463.22,Issued,40.83,,2025-05-15 12:50:03.976726
POL101089,62679,Online,Auto,Central,2025-04-26 05:00:00,8420.53,Issued,45.22,,2025-04-28 02:13:28.582698
POL101090,61240,Online,Life,West,2025-12-26 20:00:00,21842.25,Issued,27.17,,2025-12-27 23:10:25.369396
POL101091,38271,Mobile App,Auto,West,2025-10-02 21:00:00,7572.38,Issued,17.98,,2025-10-03 14:58:36.203189
POL101092,56034,Agent/Broker,Health,Central,2025-03-06 04:00:00,11082.89,Issued,19.21,,2025-03-06 23:12:24.076819
POL101093,53434,Mobile App,Auto,North,2025-08-03 20:00:00,11429.84,Issued,23.89,,2025-08-04 19:53:24.455083
POL101094,24188,Agent/Broker,Health,Central,2025-05-27 01:00:00,13410.76,Failed,,Payment Failure,
POL101095,69823,Online,Life,Central,2025-06-25 01:00:00,30553.12,Failed,,Payment Failure,
POL101096,30161,Online,Health,South,2025-07-20 17:00:00,17373.44,Issued,54.98,,2025-07-22 23:58:34.796790
POL101097,48732,Mobile App,Auto,East,2025-12-02 06:00:00,6766.19,Issued,8.0,,2025-12-02 13:59:56.470665
POL101098,75929,Online,Auto,North,2025-05-07 08:00:00,11596.12,Issued,38.72,,2025-05-08 22:43:19.539381
POL101099,31314,Online,Auto,East,2025-02-20 22:00:00,9053.68,Issued,1.0,,2025-02-20 23:00:00.000000
POL101100,43954,Mobile App,Auto,South,2025-06-10 05:00:00,11079.77,Issued,26.26,,2025-06-11 07:15:31.893544
POL101101,77108,Call Center,Health,East,2025-04-08 16:00:00,10012.76,Issued,29.9,,2025-04-09 21:54:05.713251
POL101102,41508,Agent/Broker,Health,Central,2025-06-30 13:00:00,11020.18,Issued,34.17,,2025-07-01 23:10:23.449792
POL101103,41969,Online,Auto,West,2025-07-24 21:00:00,6842.69,Failed,,Document Mismatch,
POL101104,65659,Agent/Broker,Health,North,2025-10-31 17:00:00,14672.85,Issued,38.49,,2025-11-02 07:29:33.607704
POL101105,57545,Agent/Broker,Health,North,2025-02-02 13:00:00,9751.31,Issued,65.76,,2025-02-05 06:45:50.652035
POL101106,56668,Mobile App,Auto,Central,2025-03-22 02:00:00,10672.14,Issued,1.0,,2025-03-22 03:00:00.000000
POL101107,43061,Agent/Broker,Health,East,2025-01-02 01:00:00,10804.19,Issued,36.62,,2025-01-03 13:37:18.279950
POL101108,33716,Mobile App,Auto,North,2025-11-28 20:00:00,7235.04,Issued,16.86,,2025-11-29 12:51:42.995123
POL101109,59749,Online,Health,South,2025-01-05 22:00:00,11098.76,Failed,,KYC Verification Failed,
POL101110,59144,Mobile App,Life,South,2025-10-31 04:00:00,32427.76,Issued,2.48,,2025-10-31 06:28:30.469345
POL101111,36907,Mobile App,Auto,East,2025-09-11 02:00:00,11514.98,Issued,25.95,,2025-09-12 03:57:10.946694
POL101112,38777,Mobile App,Health,South,2025-09-07 05:00:00,17112.1,Failed,,KYC Verification Failed,
POL101113,47693,Mobile App,Health,West,2025-03-24 11:00:00,9372.04,Issued,7.26,,2025-03-24 18:15:43.927113
POL101114,71745,Call Center,Auto,Central,2025-06-17 05:00:00,7279.6,Pending,,,
POL101115,62928,Call Center,Life,North,2025-05-22 22:00:00,30943.64,Issued,98.84,,2025-05-27 00:50:39.186552
POL101116,46329,Call Center,Health,Central,2025-05-05 02:00:00,14338.09,Issued,69.27,,2025-05-07 23:16:05.870491
POL101117,66892,Agent/Broker,Health,East,2025-06-16 08:00:00,11760.28,Issued,5.76,,2025-06-16 13:45:52.962720
POL101118,36282,Call Center,Health,Central,2025-01-24 10:00:00,16683.3,Issued,81.12,,2025-01-27 19:07:16.706257
POL101119,43624,Online,Life,North,2025-04-19 17:00:00,20109.33,Failed,,Underwriting Rejection,
POL101120,43321,Online,Property,North,2025-04-05 09:00:00,18168.38,Failed,,Document Mismatch,
POL101121,30488,Mobile App,Health,East,2025-10-12 01:00:00,11021.61,Failed,,Document Mismatch,
POL101122,42574,Agent/Broker,Property,North,2025-10-13 06:00:00,16826.1,Issued,47.94,,2025-10-15 05:56:41.563927
POL101123,25240,Mobile App,Auto,South,2025-09-11 14:00:00,8079.91,Failed,,KYC Verification Failed,
POL101124,63221,Agent/Broker,Health,Central,2025-03-15 11:00:00,17805.46,Issued,49.25,,2025-03-17 12:14:56.301675
POL101125,30478,Online,Auto,West,2025-07-31 21:00:00,8714.83,Issued,37.5,,2025-08-02 10:29:47.872072
POL101126,75645,Online,Auto,West,2025-08-21 18:00:00,11847.0,Issued,12.16,,2025-08-22 06:09:50.803128
POL101127,65162,Agent/Broker,Health,West,2025-11-06 05:00:00,10848.2,Issued,52.71,,2025-11-08 09:42:32.733611
POL101128,39262,Online,Life,East,2025-05-31 18:00:00,32858.82,Failed,,Document Mismatch,
POL101129,73295,Mobile App,Health,West,2025-12-17 00:00:00,15283.76,Issued,20.67,,2025-12-17 20:40:11.402247
